ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 0001439,Online,2018-11-20,USD,1,0.15,2633.1,2080.149,Audio,Ei ,394.965,2238.1349999999998,157.98599999999988
SO - 0001698,In-Store,2019-01-03,USD,8,0.075,737.0,375.87,Audio,Ei ,55.275,5453.8,2446.84
SO - 0006341,In-Store,2020-06-29,USD,4,0.075,3926.2,2826.864,Audio,Ei ,294.465,14526.939999999999,3219.4839999999986
SO - 0001802,In-Store,2019-01-10,USD,1,0.2,1159.1,533.186,Bakeware,Ei ,231.82,927.28,394.09399999999994
SO - 0002871,Wholesale,2019-05-15,USD,1,0.1,971.5,806.3449999999999,Bakeware,Ei ,97.15,874.35,68.00500000000011
SO - 0003932,Distributor,2019-09-12,USD,7,0.075,3919.5,1685.385,Bakeware,Ei ,293.9625,25378.7625,13581.067500000001
SO - 0005006,In-Store,2020-01-11,USD,2,0.075,1989.9,1392.93,Bakeware,Ei ,149.2425,3681.315,895.4549999999999
SO - 0005048,Wholesale,2020-02-01,USD,2,0.075,1728.6,726.0120000000001,Wardrobes,Ei ,129.64499999999998,3197.91,1745.8859999999997
SO - 0005154,In-Store,2020-02-08,USD,4,0.05,857.6,660.3520000000001,Wardrobes,Ei ,42.88,3258.88,617.4719999999998
SO - 0006787,Distributor,2020-08-17,USD,8,0.05,3484.0,2717.52,Wardrobes,Ei ,174.20000000000002,26478.4,4738.240000000002
SO - 0001267,Online,2018-10-30,USD,8,0.4,1005.0,854.25,Rugs,Ei ,402.0,4824.0,-2010.0
SO - 0001433,In-Store,2018-12-01,USD,4,0.4,2458.9,1819.586,Rugs,Ei ,983.5600000000001,5901.360000000001,-1376.9839999999995
SO - 0003676,Wholesale,2019-08-17,USD,5,0.3,3423.7000000000003,2191.168,Rugs,Ei ,1027.1100000000001,11982.95,1027.1100000000006
SO - 0005999,Online,2020-05-22,USD,8,0.05,3202.6,2049.664,Rugs,Ei ,160.13,24339.76,7942.447999999997
SO - 0006686,In-Store,2020-07-31,USD,8,0.05,1822.4,1221.008,Rugs,Ei ,91.12,13850.240000000002,4082.1760000000013
SO - 0007022,Online,2020-09-07,USD,2,0.05,2432.1,1556.544,Rugs,Ei ,121.605,4620.99,1507.9019999999996
SO - 000800,Online,2018-09-12,USD,6,0.1,1005.0,793.95,Floor Lamps,Ei ,100.5,5427.0,663.2999999999993
SO - 0002382,Online,2019-03-11,USD,8,0.075,978.2,401.062,Floor Lamps,Ei ,73.365,7238.68,4030.184
SO - 0003020,Wholesale,2019-06-06,USD,8,0.075,1078.7,798.238,Floor Lamps,Ei ,80.9025,7982.38,1596.4759999999997
SO - 0006524,In-Store,2020-07-19,USD,7,0.05,1072.0,696.8000000000001,Floor Lamps,Ei ,53.6,7128.8,2251.2
SO - 0007648,Online,2020-11-28,USD,4,0.05,1098.8,846.076,Vases,Ei ,54.94,4175.44,791.1359999999995
SO - 0001281,In-Store,2018-11-11,USD,4,0.05,1299.8,623.904,Computers,Ei ,64.99,4939.24,2443.624
SO - 0006674,In-Store,2020-08-15,USD,8,0.075,194.3,110.751,Computers,Ei ,14.5725,1437.8200000000002,551.8120000000001
SO - 0008036,Wholesale,2021-01-23,USD,1,0.075,268.0,201.0,Computers,Ei ,20.099999999999998,247.9,46.900000000000006
SO - 0004139,In-Store,2019-10-04,USD,7,0.2,891.1,748.524,TV and video,Ei ,178.22000000000003,4990.16,-249.5079999999998
SO - 0004805,Distributor,2019-12-31,USD,7,0.075,5393.5,3937.255,TV and video,Ei ,404.5125,34922.9125,7362.127499999999
SO - 0006122,In-Store,2020-06-22,USD,6,0.1,1916.2,1092.234,TV and video,Ei ,191.62,10347.48,3794.076
SO - 0007428,In-Store,2020-10-24,USD,2,0.4,770.5,562.465,TV and video,Ei ,308.20000000000005,924.5999999999999,-200.33000000000015
SO - 0002898,Online,2019-05-23,USD,3,0.05,3765.4,1656.776,Bar Tools,Ei ,188.27,10731.39,5761.061999999999
SO - 0004547,In-Store,2019-12-07,USD,3,0.075,1139.0,569.5,Bar Tools,Ei ,85.425,3160.7250000000004,1452.2250000000004
SO - 0006004,Online,2020-05-11,USD,2,0.15,2244.5,1683.375,Bar Tools,Ei ,336.675,3815.65,448.9000000000001
SO - 0006907,In-Store,2020-09-06,USD,5,0.075,850.9,714.756,Bar Tools,Ei ,63.817499999999995,3935.4125,361.63250000000016
SO - 0006922,Distributor,2020-09-02,USD,7,0.075,261.3,112.359,Bar Tools,Ei ,19.5975,1691.9175,905.4045000000001
SO - 0001390,Online,2018-11-13,USD,7,0.05,1835.8,789.394,Wall Frames,Ei ,91.79,12208.07,6682.312
SO - 0004309,In-Store,2019-11-09,USD,5,0.05,1025.1,738.0720000000001,Wall Frames,Ei ,51.254999999999995,4869.224999999999,1178.8649999999989
SO - 0005222,Online,2020-02-12,USD,6,0.05,3845.8,1615.236,Wall Frames,Ei ,192.29000000000002,21921.06,12229.644
SO - 0006720,Online,2020-08-10,USD,3,0.075,3959.7,2732.193,Wall Frames,Ei ,296.97749999999996,10988.1675,2791.588499999998
SO - 0007326,Distributor,2020-11-03,USD,3,0.2,2231.1,1383.282,Wall Frames,Ei ,446.22,5354.639999999999,1204.7939999999999
SO - 0007710,In-Store,2020-11-19,USD,5,0.2,2304.8,1912.984,Wall Frames,Ei ,460.96000000000004,9219.2,-345.71999999999935
SO - 0002367,Online,2019-03-07,USD,5,0.05,1038.5,643.87,Outdoor Decor,Ei ,51.925000000000004,4932.875,1713.525
SO - 0003627,Distributor,2019-07-26,USD,7,0.05,214.4,100.768,Outdoor Decor,Ei ,10.72,1425.76,720.384
SO - 0007446,Online,2020-11-12,USD,4,0.05,1045.2,846.6120000000001,Outdoor Decor,Ei ,52.260000000000005,3971.76,585.3119999999999
SO - 000588,Distributor,2018-08-27,USD,7,0.2,3932.9,2989.004,Table Linens,Ei ,786.58,22024.24,1101.2120000000032
SO - 0001306,Distributor,2018-11-11,USD,7,0.1,1936.3,1394.136,Table Linens,Ei ,193.63,12198.69,2439.738000000001
SO - 0006931,In-Store,2020-08-31,USD,6,0.15,1078.7,474.628,Table Linens,Ei ,161.805,5501.37,2653.602
SO - 0007855,In-Store,2020-12-20,USD,4,0.075,958.1,421.564,Table Linens,Ei ,71.8575,3544.9700000000003,1858.7140000000002
SO - 000198,Online,2018-06-18,USD,5,0.05,2472.3,1433.934,Outdoor Furniture,Ei ,123.61500000000001,11743.425000000003,4573.755000000003
SO - 0005631,Online,2020-04-11,USD,2,0.05,2485.7000000000003,1889.1320000000003,Outdoor Furniture,Ei ,124.28500000000003,4722.830000000001,944.5660000000003
SO - 0005853,In-Store,2020-05-05,USD,1,0.15,2244.5,1077.36,Outdoor Furniture,Ei ,336.675,1907.825,830.4650000000001
SO - 0003605,Online,2019-08-15,USD,5,0.2,884.4,742.896,Clocks,Ei ,176.88,3537.6,-176.87999999999965
SO - 0007838,Wholesale,2020-12-18,USD,8,0.075,750.4,495.264,Clocks,Ei ,56.279999999999994,5552.96,1590.848
SO - 0001800,Distributor,2019-01-17,USD,8,0.075,180.9,130.248,Platters,Ei ,13.5675,1338.66,296.67600000000016
SO - 0002345,In-Store,2019-03-18,USD,8,0.05,1922.9,1172.969,Platters,Ei ,96.14500000000001,14614.04,5230.2880000000005
SO - 0002667,Distributor,2019-04-18,USD,7,0.15,864.3000000000001,726.0120000000001,Platters,Ei ,129.645,5142.585000000001,60.501000000000204
SO - 0004502,Distributor,2019-11-28,USD,5,0.075,3986.5,2391.9,Platters,Ei ,298.9875,18437.5625,6478.0625
SO - 0005311,Distributor,2020-03-02,USD,1,0.1,1031.8,526.218,Platters,Ei ,103.18,928.6199999999999,402.40199999999993
SO - 0005602,Online,2020-04-16,USD,5,0.05,268.0,174.20000000000002,Mirrors,Ei ,13.4,1273.0,401.9999999999999
SO - 0006659,Wholesale,2020-07-22,USD,2,0.3,3839.1,2648.979,Mirrors,Ei ,1151.73,5374.74,76.78200000000015
SO - 0002584,In-Store,2019-03-30,USD,3,0.1,1025.1,707.3190000000001,Dinnerware,Ei ,102.50999999999999,2767.7699999999995,645.8129999999992
SO - 0003151,In-Store,2019-06-27,USD,1,0.15,1005.0,603.0,Dinnerware,Ei ,150.75,854.25,251.25
SO - 0007066,In-Store,2020-09-28,USD,7,0.075,2499.1,1299.532,Dinnerware,Ei ,187.43249999999998,16181.6725,7084.9485
SO - 000688,In-Store,2018-08-15,USD,7,0.05,2264.6,1834.326,Furniture Cushions,Ei ,113.23,15059.59,2219.308000000001
SO - 0002373,Distributor,2019-03-19,USD,5,0.05,174.20000000000002,101.036,Furniture Cushions,Ei ,8.71,827.45,322.27000000000004
SO - 0002806,Online,2019-05-12,USD,3,0.3,1882.7,1430.852,Furniture Cushions,Ei ,564.81,3953.67,-338.8860000000004
SO - 0005277,Wholesale,2020-03-06,USD,6,0.15,6257.8,3066.322,Furniture Cushions,Ei ,938.67,31914.78,13516.847999999998
SO - 0005285,Online,2020-02-28,USD,2,0.075,1038.5,498.48,Furniture Cushions,Ei ,77.8875,1921.225,924.2649999999999
SO - 0005297,Wholesale,2020-03-07,USD,8,0.075,2606.3,1172.835,Furniture Cushions,Ei ,195.4725,19286.620000000003,9903.940000000002
SO - 0007803,Distributor,2020-12-03,USD,7,0.075,897.8000000000001,421.966,Furniture Cushions,Ei ,67.33500000000001,5813.255,2859.493
SO - 000698,Online,2018-09-04,USD,7,0.05,6117.1,4404.312,Photo Frames,Ei ,305.855,40678.715000000004,9848.531000000003
SO - 0005318,In-Store,2020-02-20,USD,5,0.05,1085.4,445.014,Photo Frames,Ei ,54.27000000000001,5155.650000000001,2930.5800000000004
SO - 0006566,In-Store,2020-07-27,USD,3,0.2,194.3,102.979,Photo Frames,Ei ,38.86000000000001,466.32,157.38299999999998
SO - 0006889,In-Store,2020-09-16,USD,6,0.15,2505.8,1077.494,Photo Frames,Ei ,375.87,12779.580000000002,6314.616000000002
SO - 000872,In-Store,2018-09-10,USD,8,0.15,1762.1,1127.744,Bedroom Furniture,Ei ,264.315,11982.279999999999,2960.3279999999995
SO - 0004156,In-Store,2019-10-17,USD,7,0.1,2680.0,2144.0,Bedroom Furniture,Ei ,268.0,16884.0,1876.0
SO - 0004801,In-Store,2019-12-21,USD,4,0.075,241.2,106.128,Bedroom Furniture,Ei ,18.09,892.4399999999999,467.92799999999994
SO - 0004992,In-Store,2020-01-21,USD,2,0.1,3276.3,2588.277,Bedroom Furniture,Ei ,327.63000000000005,5897.34,720.7860000000001
SO - 0007545,Distributor,2020-11-26,USD,1,0.075,5333.2,2986.592,Bedroom Furniture,Ei ,399.98999999999995,4933.21,1946.618
SO - 0002157,In-Store,2019-02-24,USD,4,0.05,214.4,92.192,Ornaments,Ei ,10.72,814.72,445.95200000000006
SO - 0002927,Online,2019-05-08,USD,7,0.075,1869.3,1196.352,Ornaments,Ei ,140.1975,12103.717499999999,3729.253499999999
SO - 0005702,In-Store,2020-04-15,USD,7,0.4,3912.8,1839.016,Ornaments,Ei ,1565.1200000000001,16433.760000000002,3560.648000000001
SO - 0007733,Distributor,2020-12-15,USD,4,0.05,3195.9,1981.458,Ornaments,Ei ,159.79500000000002,12144.42,4218.588
SO - 000254,In-Store,2018-07-09,USD,3,0.15,2566.1,2181.185,Cocktail Glasses,Ei ,384.91499999999996,6543.555,0.0
SO - 0003039,In-Store,2019-05-23,USD,5,0.05,1125.6,731.6400000000001,Cocktail Glasses,Ei ,56.28,5346.599999999999,1688.3999999999987
SO - 0007138,Wholesale,2020-10-04,USD,5,0.05,6143.900000000001,4054.9740000000006,Cocktail Glasses,Ei ,307.19500000000005,29183.525000000005,8908.655000000002
SO - 000509,Online,2018-08-18,USD,4,0.05,241.2,154.36800000000002,Wine Storage,Ei ,12.06,916.56,299.08799999999985
SO - 0003988,Online,2019-09-28,USD,7,0.15,2572.8,1183.488,Wine Storage,Ei ,385.92,15308.16,7023.743999999999
SO - 0005833,In-Store,2020-05-01,USD,8,0.075,2914.5,1690.41,Wine Storage,Ei ,218.5875,21567.3,8044.019999999999
SO - 0006520,Distributor,2020-07-31,USD,2,0.075,3088.7000000000003,1945.881,Wine Storage,Ei ,231.6525,5714.095,1822.333
SO - 0007432,Distributor,2020-10-21,USD,3,0.1,2519.2000000000003,1662.6720000000005,Wine Storage,Ei ,251.92000000000004,6801.84,1813.8239999999987
SO - 0007439,Wholesale,2020-11-01,USD,2,0.2,3028.4,1907.892,Wine Storage,Ei ,605.6800000000001,4845.4400000000005,1029.6560000000004
SO - 0003974,Distributor,2019-09-12,USD,7,0.05,187.6,133.196,Serveware,Ei ,9.38,1247.54,315.168
SO - 0004733,In-Store,2020-01-01,USD,4,0.15,1728.6,1382.88,Serveware,Ei ,259.28999999999996,5877.24,345.71999999999935
SO - 0005392,In-Store,2020-03-10,USD,6,0.15,1085.4,835.758,Serveware,Ei ,162.81,5535.540000000001,520.9920000000002
SO - 0001654,Distributor,2018-12-19,USD,3,0.075,3631.4,2977.748,Floral,Ei ,272.355,10077.135,1143.8909999999996
SO - 0007716,Distributor,2020-12-16,USD,2,0.075,2432.1,1240.371,Floral,Ei ,182.4075,4499.385,2018.643
SO - 0001538,Wholesale,2018-11-29,USD,7,0.05,3993.2,3354.288,Blankets,Ei ,199.66,26554.78,3074.763999999999
SO - 0003704,Online,2019-08-27,USD,6,0.3,6559.3,3345.243,Blankets,Ei ,1967.79,27549.06,7477.602000000003
SO - 0006005,In-Store,2020-05-18,USD,8,0.1,2512.5,1231.125,Blankets,Ei ,251.25,18090.0,8241.0
SO - 000292,In-Store,2018-07-13,USD,3,0.075,1025.1,440.79300000000006,Phones,Ei ,76.8825,2844.6525,1522.2735
SO - 000469,Distributor,2018-07-25,USD,5,0.1,2512.5,2060.25,Phones,Ei ,251.25,11306.25,1005.0
SO - 0004074,In-Store,2019-10-11,USD,6,0.2,857.6,505.984,Phones,Ei ,171.52,4116.4800000000005,1080.5760000000005
SO - 0004767,Distributor,2019-12-20,USD,3,0.075,3865.9,3247.356,Phones,Ei ,289.9425,10727.8725,985.8044999999984
SO - 0005422,In-Store,2020-03-05,USD,5,0.075,991.6,634.624,Phones,Ei ,74.37,4586.15,1413.0299999999997
SO - 0005728,Online,2020-04-29,USD,4,0.1,871.0,444.21,Phones,Ei ,87.10000000000001,3135.6,1358.76
SO - 0006997,In-Store,2020-09-28,USD,1,0.05,5654.8,3279.784,Phones,Ei ,282.74,5372.06,2092.2760000000003
SO - 0001180,Wholesale,2018-10-13,USD,2,0.15,864.3000000000001,535.866,Pendants,Ei ,129.645,1469.3100000000002,397.5780000000002
SO - 0003021,In-Store,2019-05-23,USD,8,0.1,897.8000000000001,421.966,Pendants,Ei ,89.78000000000002,6464.160000000001,3088.4320000000007
SO - 0007071,Distributor,2020-09-24,USD,8,0.05,897.8000000000001,763.13,Pendants,Ei ,44.89000000000001,6823.280000000001,718.2400000000007
SO - 0007306,Online,2020-11-03,USD,7,0.05,2432.1,1240.371,Pendants,Ei ,121.605,16173.465,7490.867999999999
SO - 000370,Distributor,2018-07-11,USD,7,0.15,911.2,610.504,Basketball,Ei ,136.68,5421.639999999999,1148.1119999999992
SO - 0001015,Online,2018-09-21,USD,2,0.3,3819.0,2520.54,Wall Coverings,Ei ,1145.7,5346.6,305.52000000000044
SO - 0001179,Online,2018-10-13,USD,4,0.05,1045.2,585.3120000000001,Wall Coverings,Ei ,52.260000000000005,3971.76,1630.5119999999997
SO - 0001352,Online,2018-11-27,USD,3,0.075,1721.9,792.0740000000001,Wall Coverings,Ei ,129.1425,4778.272500000001,2402.0505000000007
SO - 0002026,Wholesale,2019-01-25,USD,7,0.05,2619.7000000000003,1571.8200000000002,Wall Coverings,Ei ,130.985,17421.005,6418.264999999999
SO - 0002467,In-Store,2019-04-01,USD,5,0.05,2472.3,1161.981,Wall Coverings,Ei ,123.61500000000001,11743.425000000003,5933.520000000003
SO - 0004895,In-Store,2020-01-26,USD,5,0.075,5855.8,4216.176,Wall Coverings,Ei ,439.185,27083.074999999997,6002.194999999996
SO - 0007276,In-Store,2020-10-24,USD,3,0.2,1755.4,1298.996,Wall Coverings,Ei ,351.08000000000004,4212.960000000001,315.97200000000066
SO - 0004292,Distributor,2019-10-22,USD,2,0.2,3946.3,1973.15,Candleholders,Ei ,789.2600000000001,6314.08,2367.7799999999997
SO - 0004871,Online,2019-12-24,USD,3,0.075,5681.6,2897.6160000000004,Candleholders,Ei ,426.12,15766.440000000002,7073.592000000001
SO - 0005279,Online,2020-02-11,USD,1,0.05,1172.5,750.4,Candleholders,Ei ,58.625,1113.875,363.475
SO - 0005327,In-Store,2020-02-19,USD,8,0.3,864.3000000000001,596.367,Candleholders,Ei ,259.29,4840.08,69.14400000000023
SO - 0001048,In-Store,2018-10-04,USD,5,0.1,3035.1,2276.325,Festive,Ei ,303.51,13657.95,2276.3250000000007
SO - 0002023,In-Store,2019-01-27,USD,4,0.075,3832.4,3180.892,Festive,Ei ,287.43,14179.880000000001,1456.3120000000017
SO - 0005982,In-Store,2020-05-11,USD,5,0.3,5554.3,2777.15,Festive,Ei ,1666.29,19440.050000000003,5554.300000000003
SO - 0006846,Online,2020-08-27,USD,1,0.075,1085.4,770.634,Festive,Ei ,81.405,1003.9950000000001,233.3610000000001
SO - 000898,Online,2018-09-23,USD,2,0.1,690.1,338.149,Baseball,Ei ,69.01,1242.18,565.8820000000001
SO - 0001161,Distributor,2018-10-19,USD,6,0.15,1232.8,702.6959999999999,Baseball,Ei ,184.92,6287.279999999999,2071.1039999999994
SO - 0004110,In-Store,2019-10-03,USD,8,0.2,3892.7,2063.1310000000003,Baseball,Ei ,778.54,24913.28,8408.231999999996
SO - 0003845,Wholesale,2019-09-08,USD,8,0.15,1319.9,725.9450000000002,Collectibles,Ei ,197.985,8975.32,3167.7599999999984
SO - 0001896,In-Store,2019-01-26,USD,3,0.05,254.6,134.93800000000002,Vanities,Ei ,12.73,725.61,320.79599999999994
SO - 0002241,In-Store,2019-02-12,USD,3,0.05,1802.3,829.058,Vanities,Ei ,90.11500000000001,5136.555,2649.3810000000003
SO - 0002864,Online,2019-05-16,USD,4,0.2,1782.2,712.8800000000001,Vanities,Ei ,356.44000000000005,5703.04,2851.5199999999995
SO - 0006851,In-Store,2020-08-19,USD,3,0.075,6425.3,3662.421,Vanities,Ei ,481.8975,17830.2075,6842.944500000001
SO - 0001157,Online,2018-10-23,USD,2,0.15,2237.8,1118.9,Bean Bags,Ei ,335.67,3804.26,1566.46
SO - 0004435,In-Store,2019-11-11,USD,6,0.4,1098.8,571.376,Bean Bags,Ei ,439.52,3955.68,527.424
SO - 0006167,Online,2020-05-29,USD,8,0.15,3825.7,2869.275,Bean Bags,Ei ,573.8549999999999,26014.76,3060.5599999999977
SO - 0001159,In-Store,2018-10-17,USD,4,0.05,891.1,552.482,Dining Furniture,Qualitest ,44.55500000000001,3386.1800000000003,1176.2520000000004
SO - 000288,Online,2018-07-21,USD,2,0.05,1118.9,749.6630000000001,Wreaths,Qualitest ,55.94500000000001,2125.9100000000003,626.5840000000001
SO - 000388,Wholesale,2018-07-16,USD,3,0.075,1045.2,804.8040000000001,Wreaths,Qualitest ,78.39,2900.4300000000003,486.01800000000003
SO - 0001975,Distributor,2019-01-17,USD,6,0.075,2525.9,1768.13,Wreaths,Qualitest ,189.4425,14018.744999999999,3409.9649999999983
SO - 0002007,Online,2019-01-30,USD,7,0.05,3966.4,2379.84,Wreaths,Qualitest ,198.32000000000002,26376.559999999998,9717.679999999997
SO - 0002251,Online,2019-02-26,USD,4,0.05,1795.6,772.1080000000001,Wreaths,Qualitest ,89.78,6823.28,3734.8479999999995
SO - 0003621,Online,2019-08-06,USD,1,0.075,3852.5,2465.6,Wreaths,Qualitest ,288.9375,3563.5625,1097.9625
SO - 0005365,Online,2020-03-01,USD,8,0.05,1051.9,557.5070000000001,Wreaths,Qualitest ,52.595000000000006,7994.4400000000005,3534.384
SO - 0005709,Wholesale,2020-04-15,USD,3,0.1,1045.2,846.6120000000001,Wreaths,Qualitest ,104.52000000000001,2822.04,282.2039999999997
SO - 0001687,Wholesale,2018-12-16,USD,4,0.15,3959.7,2613.4020000000005,Stemware,Qualitest ,593.9549999999999,13462.98,3009.3719999999976
SO - 0004053,Distributor,2019-09-27,USD,6,0.05,1105.5,795.9599999999999,Stemware,Qualitest ,55.275000000000006,6301.349999999999,1525.5900000000001
SO - 0005275,Distributor,2020-03-09,USD,6,0.1,201.0,120.6,Stemware,Qualitest ,20.1,1085.4,361.8000000000002
SO - 000273,Distributor,2018-07-06,USD,3,0.15,3068.6,2301.45,Accessories,Qualitest ,460.28999999999996,7824.93,920.5800000000008
SO - 0001013,Wholesale,2018-10-13,USD,2,0.075,1065.3,852.24,Accessories,Qualitest ,79.8975,1970.8049999999998,266.3249999999998
SO - 0002655,In-Store,2019-04-20,USD,8,0.05,1728.6,985.302,Accessories,Qualitest ,86.43,13137.359999999999,5254.943999999999
SO - 0005171,Wholesale,2020-02-23,USD,4,0.1,1005.0,502.5,Accessories,Qualitest ,100.5,3618.0,1608.0
SO - 0006597,In-Store,2020-07-16,USD,6,0.05,1922.9,1538.3200000000002,Accessories,Qualitest ,96.14500000000001,10960.53,1730.6099999999988
SO - 0007110,In-Store,2020-10-04,USD,2,0.05,3973.1,2383.86,Accessories,Qualitest ,198.655,7548.889999999999,2781.169999999999
SO - 0007665,In-Store,2020-12-09,USD,6,0.05,6365.0,5028.35,Accessories,Qualitest ,318.25,36280.5,6110.399999999998
SO - 0003583,In-Store,2019-08-06,USD,5,0.15,261.3,167.232,Candles,Qualitest ,39.195,1110.525,274.3650000000001
SO - 0007934,In-Store,2020-12-30,USD,6,0.05,991.6,614.792,Candles,Qualitest ,49.580000000000005,5652.12,1963.3679999999995
SO - 0001011,Wholesale,2018-10-05,USD,2,0.05,3886.0,2720.2,Bathroom Furniture,Qualitest ,194.3,7383.4,1943.0
SO - 0003003,In-Store,2019-05-20,USD,3,0.05,2425.4,1576.5100000000002,Bathroom Furniture,Qualitest ,121.27000000000001,6912.39,2182.8599999999997
SO - 0004984,Wholesale,2020-01-16,USD,5,0.1,3906.1,2226.477,Bathroom Furniture,Qualitest ,390.61,17577.449999999997,6445.064999999999
SO - 0005540,In-Store,2020-04-05,USD,3,0.15,3993.2,3354.288,Bathroom Furniture,Qualitest ,598.9799999999999,10182.66,119.79600000000028
SO - 0007931,In-Store,2020-12-29,USD,8,0.1,951.4,694.5219999999999,Bathroom Furniture,Qualitest ,95.14,6850.08,1293.9040000000005
SO - 0001572,In-Store,2018-12-20,USD,6,0.3,1118.9,749.6630000000001,Sculptures,Qualitest ,335.67,4699.38,201.40199999999913
SO - 0002985,In-Store,2019-05-12,USD,6,0.1,2445.5,1027.11,Sculptures,Qualitest ,244.55,13205.699999999999,7043.039999999999
SO - 0005507,Online,2020-03-27,USD,2,0.05,1259.6,705.3760000000001,Sculptures,Qualitest ,62.98,2393.24,982.4879999999996
SO - 0006749,In-Store,2020-08-23,USD,7,0.1,683.4,328.032,Sculptures,Qualitest ,68.34,4305.42,2009.1960000000004
SO - 0007015,Online,2020-09-22,USD,4,0.075,1139.0,911.2,Audio,Qualitest ,85.425,4214.3,569.5
SO - 0007615,Online,2020-11-23,USD,2,0.1,167.5,125.625,Audio,Qualitest ,16.75,301.5,50.25
SO - 000380,In-Store,2018-07-28,USD,7,0.2,1788.9,1305.897,Bakeware,Qualitest ,357.78000000000003,10017.84,876.5610000000015
SO - 0007489,In-Store,2020-11-03,USD,4,0.075,2398.6,1703.006,Bakeware,Qualitest ,179.89499999999998,8874.82,2062.7959999999994
SO - 0003080,In-Store,2019-05-28,USD,3,0.05,1728.6,1175.448,Wardrobes,Qualitest ,86.43,4926.509999999999,1400.1659999999993
SO - 0003046,In-Store,2019-05-18,USD,4,0.05,5540.900000000001,4709.765,Rugs,Qualitest ,277.045,21055.420000000002,2216.3600000000006
SO - 0003200,In-Store,2019-06-16,USD,6,0.15,1058.6,868.052,Rugs,Qualitest ,158.79,5398.86,190.54799999999977
SO - 0004273,Online,2019-10-22,USD,8,0.15,3832.4,3219.216,Rugs,Qualitest ,574.86,26060.32,306.59200000000055
SO - 0001218,Wholesale,2018-11-01,USD,5,0.05,1206.0,795.96,Floor Lamps,Qualitest ,60.300000000000004,5728.5,1748.6999999999998
